Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng,Layoff_Month,Layoff_Quarter,Funding_Status,Layoff_Level
Lev,New York City,USA,North America,30.0,2022-12-07,30.0,100.0,70.0,Real Estate,Series B,114.0,2022,40.71427,-74.00597,12,4,Yes,Mild
Lithic,New York City,USA,North America,27.0,2022-12-07,18.0,150.0,123.0,Finance,Series C,115.0,2022,40.71427,-74.00597,12,4,Yes,Mild
Doma,San Francisco Bay Area,USA,North America,515.0,2022-12-06,40.0,1288.0,773.0,Finance,Post-Ipo,679.0,2022,37.77493,-122.41942,12,4,Yes,Heavy
BuzzFeed,New York City,USA,North America,180.0,2022-12-06,12.0,1500.0,1320.0,Media,Post-Ipo,696.0,2022,40.71427,-74.00597,12,4,Yes,Moderate
Chipper Cash,San Francisco Bay Area,USA,North America,50.0,2022-12-06,13.0,385.0,335.0,Finance,Series C,302.0,2022,37.77493,-122.41942,12,4,Yes,Moderate
Stash,New York City,USA,North America,32.0,2022-12-06,8.0,400.0,368.0,Finance,Unknown,480.0,2022,40.71427,-74.00597,12,4,Yes,Mild
Perimeter 81,Tel Aviv,Israel,Asia,20.0,2022-12-06,8.0,250.0,230.0,Security,Series C,165.0,2022,32.08088,34.78057,12,4,Yes,Mild
Bridgit,Waterloo,Canada,North America,13.0,2022-12-06,13.0,100.0,87.0,Construction,Series B,36.0,2022,43.4668,-80.51639,12,4,Yes,Mild
Aqua Security,Boston,USA,North America,65.0,2022-12-05,10.0,650.0,585.0,Security,Series E,265.0,2022,42.35843,-71.05977,12,4,Yes,Moderate
DataRails,Tel Aviv,Israel,Asia,30.0,2022-12-05,18.0,167.0,137.0,Finance,Series B,103.0,2022,32.08088,34.78057,12,4,Yes,Mild
Polly,Burlington,USA,North America,47.0,2022-12-02,15.0,313.0,266.0,Finance,Series C,184.0,2022,44.47588,-73.21207,12,4,Yes,Mild
Carousell,Singapore,Singapore,Asia,110.0,2022-12-01,10.0,1100.0,990.0,Retail,Private Equity,372.0,2022,1.28967,103.85007,12,4,Yes,Moderate
Bizzabo,New York City,USA,North America,100.0,2022-12-01,37.0,270.0,170.0,Marketing,Series E,194.0,2022,40.71427,-74.00597,12,4,Yes,Moderate
Netlify,San Francisco Bay Area,USA,North America,48.0,2022-12-01,16.0,300.0,252.0,Product,Series D,212.0,2022,37.77493,-122.41942,12,4,Yes,Mild
Springbig,Miami,USA,North America,37.0,2022-12-01,23.0,161.0,124.0,Sales,Post-Ipo,32.0,2022,25.77427,-80.19366,12,4,Yes,Mild
DoorDash,San Francisco Bay Area,USA,North America,1250.0,2022-11-30,6.0,20833.0,19583.0,Food,Post-Ipo,2500.0,2022,37.77493,-122.41942,11,4,Yes,Heavy
Kraken,San Francisco Bay Area,USA,North America,1100.0,2022-11-30,30.0,3667.0,2567.0,Crypto,Unknown,134.0,2022,37.77493,-122.41942,11,4,Yes,Heavy
Happy Money,Los Angeles,USA,North America,158.0,2022-11-30,34.0,465.0,307.0,Finance,Series D,191.0,2022,34.05223,-118.24368,11,4,Yes,Moderate
Ula,Jakarta,Indonesia,Asia,134.0,2022-11-30,23.0,583.0,449.0,Retail,Series B,140.0,2022,-6.21462,106.84513,11,4,Yes,Moderate
Wonder,New York City,USA,North America,130.0,2022-11-30,7.0,1857.0,1727.0,Food,Series B,850.0,2022,40.71427,-74.00597,11,4,Yes,Moderate
Grin,Sacramento,USA,North America,60.0,2022-11-30,13.0,462.0,402.0,Marketing,Series B,145.0,2022,38.58157,-121.4944,11,4,Yes,Moderate
Ualá,Buenos Aires,Argentina,South America,53.0,2022-11-30,3.0,1767.0,1714.0,Finance,Series D,544.0,2022,-34.61315,-58.37723,11,4,Yes,Moderate
Teachmint,Bengaluru,India,Asia,45.0,2022-11-30,5.0,900.0,855.0,Education,Series B,118.0,2022,12.97194,77.59369,11,4,Yes,Mild
Thread,London,United Kingdom,Europe,30.0,2022-11-30,50.0,60.0,30.0,Retail,Acquired,40.0,2022,51.50853,-0.12574,11,4,Yes,Mild
Lyst,London,United Kingdom,Europe,50.0,2022-11-29,25.0,200.0,150.0,Retail,Unknown,144.0,2022,51.50853,-0.12574,11,4,Yes,Moderate
CoinJar,Melbourne,Australia,Australia,10.0,2022-11-29,20.0,50.0,40.0,Crypto,Unknown,1.0,2022,-37.814,144.96332,11,4,Yes,Mild
Infarm,Berlin,Germany,Europe,500.0,2022-11-28,50.0,1000.0,500.0,Other,Series D,604.0,2022,52.52437,13.41053,11,4,Yes,Heavy
Wildlife Studios,Sao Paulo,Brazil,South America,300.0,2022-11-28,20.0,1500.0,1200.0,Consumer,Unknown,260.0,2022,-23.5475,-46.63611,11,4,Yes,Heavy
ApplyBoard,Waterloo,Canada,North America,90.0,2022-11-28,6.0,1500.0,1410.0,Education,Series D,483.0,2022,43.4668,-80.51639,11,4,Yes,Moderate
Ajaib,Jakarta,Indonesia,Asia,67.0,2022-11-28,8.0,838.0,771.0,Finance,Unknown,245.0,2022,-6.21462,106.84513,11,4,Yes,Moderate
Candy Digital,New York City,USA,North America,33.0,2022-11-28,33.0,100.0,67.0,Crypto,Series A,100.0,2022,40.71427,-74.00597,11,4,Yes,Mild
ResearchGate,Berlin,Germany,Europe,25.0,2022-11-28,10.0,250.0,225.0,Other,Series D,87.0,2022,52.52437,13.41053,11,4,Yes,Mild
VerSe Innovation,Bengaluru,India,Asia,150.0,2022-11-25,5.0,3000.0,2850.0,Media,Series J,1700.0,2022,12.97194,77.59369,11,4,Yes,Moderate
Carwow,London,United Kingdom,Europe,70.0,2022-11-25,20.0,350.0,280.0,Transportation,Unknown,157.0,2022,51.50853,-0.12574,11,4,Yes,Moderate
Vendease,Lagos,Nigeria,Africa,27.0,2022-11-25,9.0,300.0,273.0,Food,Series A,43.0,2022,6.45407,3.39467,11,4,Yes,Mild
Lemon,Buenos Aires,Argentina,South America,100.0,2022-11-24,38.0,263.0,163.0,Crypto,Series A,17.0,2022,-34.61315,-58.37723,11,4,Yes,Moderate
Quidax,Lagos,Nigeria,Africa,20.0,2022-11-24,20.0,100.0,80.0,Crypto,Unknown,3.0,2022,6.45407,3.39467,11,4,Yes,Mild
SIRCLO,Jakarta,Indonesia,Asia,160.0,2022-11-22,8.0,2000.0,1840.0,Retail,Series B,92.0,2022,-6.21462,106.84513,11,4,Yes,Moderate
Trax,Singapore,Singapore,Asia,80.0,2022-11-22,8.0,1000.0,920.0,Retail,Series E,1000.0,2022,1.28967,103.85007,11,4,Yes,Moderate
Jumia,Lagos,Nigeria,Africa,900.0,2022-11-21,20.0,4500.0,3600.0,Retail,Post-Ipo,182.0,2022,6.45407,3.39467,11,4,Yes,Heavy
Kitopi,Dubai,United Arabian Emirates,Asia,93.0,2022-11-21,10.0,930.0,837.0,Food,Series C,804.0,2022,25.07725,55.30927,11,4,Yes,Moderate
Zomato,Gurugram,India,Asia,100.0,2022-11-19,4.0,2500.0,2400.0,Food,Series J,914.0,2022,28.4601,77.02635,11,4,Yes,Moderate
Carvana,Phoenix,USA,North America,1500.0,2022-11-18,8.0,18750.0,17250.0,Transportation,Post-Ipo,1600.0,2022,33.44838,-112.07404,11,4,Yes,Heavy
Nuro,San Francisco Bay Area,USA,North America,300.0,2022-11-18,20.0,1500.0,1200.0,Transportation,Series D,2100.0,2022,37.38605,-122.08385,11,4,Yes,Heavy
Synthego,San Francisco Bay Area,USA,North America,105.0,2022-11-18,20.0,525.0,420.0,Healthcare,Series E,459.0,2022,37.48522,-122.23635,11,4,Yes,Moderate
Roku,San Francisco Bay Area,USA,North America,200.0,2022-11-17,7.0,2857.0,2657.0,Media,Post-Ipo,208.0,2022,37.33939,-121.89496,11,4,Yes,Heavy
Juni,Gothenburg,Sweden,Europe,72.0,2022-11-17,33.0,218.0,146.0,Finance,Unknown,281.0,2022,57.70716,11.96679,11,4,Yes,Moderate
Capitolis,New York City,USA,North America,37.0,2022-11-17,25.0,148.0,111.0,Finance,Series D,281.0,2022,40.71427,-74.00597,11,4,Yes,Mild
TealBook,Toronto,Canada,North America,34.0,2022-11-17,19.0,179.0,145.0,Other,Series B,73.0,2022,43.70643,-79.39864,11,4,Yes,Mild
Koho,Toronto,Canada,North America,15.0,2022-11-17,4.0,375.0,360.0,Finance,Series D,278.0,2022,43.70643,-79.39864,11,4,Yes,Mild
&Open,Dublin,Ireland,Europe,9.0,2022-11-17,9.0,100.0,91.0,Marketing,Series A,35.0,2022,53.33306,-6.24889,11,4,Yes,Mild
Amazon,Seattle,USA,North America,10000.0,2022-11-16,3.0,333333.0,323333.0,Retail,Post-Ipo,108.0,2022,47.60621,-122.33207,11,4,Yes,Heavy
Cisco,San Francisco Bay Area,USA,North America,4100.0,2022-11-16,5.0,82000.0,77900.0,Infrastructure,Post-Ipo,2.0,2022,37.33939,-121.89496,11,4,Yes,Heavy
Twiga,Nairobi,Kenya,Africa,211.0,2022-11-16,21.0,1005.0,794.0,Food,Series C,157.0,2022,-1.28333,36.81667,11,4,Yes,Heavy
Wayflyer,Dublin,Ireland,Europe,200.0,2022-11-16,40.0,500.0,300.0,Marketing,Unknown,889.0,2022,53.33306,-6.24889,11,4,Yes,Heavy
Similarweb,New York City,USA,North America,120.0,2022-11-16,10.0,1200.0,1080.0,Other,Post-Ipo,235.0,2022,40.71427,-74.00597,11,4,Yes,Moderate
Salsify,Boston,USA,North America,90.0,2022-11-16,11.0,818.0,728.0,Retail,Series F,452.0,2022,42.35843,-71.05977,11,4,Yes,Moderate
Lokalise,Dover,USA,North America,76.0,2022-11-16,23.0,330.0,254.0,Other,Series B,56.0,2022,39.15817,-75.52437,11,4,Yes,Moderate
Yotpo,New York City,USA,North America,70.0,2022-11-16,9.0,778.0,708.0,Marketing,Unknown,436.0,2022,40.71427,-74.00597,11,4,Yes,Moderate
Pear Therapeutics,Boston,USA,North America,59.0,2022-11-16,22.0,268.0,209.0,Healthcare,Post-Ipo,409.0,2022,42.35843,-71.05977,11,4,Yes,Moderate
UiPath,New York City,USA,North America,241.0,2022-11-15,6.0,4017.0,3776.0,Data,Post-Ipo,182.0,2022,40.71427,-74.00597,11,4,Yes,Heavy
Asana,San Francisco Bay Area,USA,North America,180.0,2022-11-15,9.0,2000.0,1820.0,Other,Post-Ipo,453.0,2022,37.77493,-122.41942,11,4,Yes,Moderate
OwnBackup,New York City,USA,North America,170.0,2022-11-15,17.0,1000.0,830.0,Security,Series E,507.0,2022,40.71427,-74.00597,11,4,Yes,Moderate
Deliveroo Australia,Melbourne,Australia,Australia,120.0,2022-11-15,100.0,120.0,0.0,Food,Post-Ipo,182.0,2022,-37.814,144.96332,11,4,Yes,Moderate
Jimdo,Hamburg,Germany,Europe,50.0,2022-11-15,16.0,313.0,263.0,Other,Unknown,28.0,2022,53.55073,9.99302,11,4,Yes,Moderate
CaptivateIQ,San Francisco Bay Area,USA,North America,31.0,2022-11-15,10.0,310.0,279.0,Sales,Series C,164.0,2022,37.77493,-122.41942,11,4,Yes,Mild
Illumina,San Diego,USA,North America,500.0,2022-11-14,5.0,10000.0,9500.0,Healthcare,Post-Ipo,28.0,2022,32.71571,-117.16472,11,4,Yes,Heavy
iFit,Logan,USA,North America,300.0,2022-11-14,20.0,1500.0,1200.0,Fitness,Private Equity,200.0,2022,41.73549,-111.83439,11,4,Yes,Heavy
Ribbon,New York City,USA,North America,170.0,2022-11-14,85.0,200.0,30.0,Real Estate,Series C,405.0,2022,40.71427,-74.00597,11,4,Yes,Moderate
Pipedrive,Tallinn,Estonia,Europe,143.0,2022-11-14,15.0,953.0,810.0,Sales,Private Equity,90.0,2022,59.43696,24.75353,11,4,Yes,Moderate
Intercom,San Francisco Bay Area,USA,North America,124.0,2022-11-14,13.0,954.0,830.0,Support,Series D,240.0,2022,37.77493,-122.41942,11,4,Yes,Moderate
Pear Therapeutics,Boston,USA,North America,59.0,2022-11-14,22.0,268.0,209.0,Healthcare,Post-Ipo,409.0,2022,42.35843,-71.05977,11,4,Yes,Moderate
Cloudinary,San Francisco Bay Area,USA,North America,40.0,2022-11-14,8.0,500.0,460.0,Media,Unknown,100.0,2022,37.35411,-121.95524,11,4,Yes,Mild
Veev,San Francisco Bay Area,USA,North America,100.0,2022-11-11,30.0,333.0,233.0,Real Estate,Series D,597.0,2022,37.66882,-122.0808,11,4,Yes,Moderate
Forto,Berlin,Germany,Europe,60.0,2022-11-11,8.0,750.0,690.0,Logistics,Series D,593.0,2022,52.52437,13.41053,11,4,Yes,Moderate
GoTo Group,Jakarta,Indonesia,Asia,1300.0,2022-11-10,12.0,10833.0,9533.0,Transportation,Post-Ipo,1300.0,2022,-6.21462,106.84513,11,4,Yes,Heavy
Juul,San Francisco Bay Area,USA,North America,400.0,2022-11-10,30.0,1333.0,933.0,Consumer,Unknown,1500.0,2022,37.77493,-122.41942,11,4,Yes,Heavy
Blend,San Francisco Bay Area,USA,North America,100.0,2022-11-10,6.0,1667.0,1567.0,Finance,Post-Ipo,665.0,2022,37.77493,-122.41942,11,4,Yes,Moderate
InfluxData,San Francisco Bay Area,USA,North America,65.0,2022-11-10,27.0,241.0,176.0,Data,Series D,119.0,2022,37.77493,-122.41942,11,4,Yes,Moderate
SoundHound,San Francisco Bay Area,USA,North America,45.0,2022-11-10,10.0,450.0,405.0,Other,Post-Ipo,326.0,2022,37.35411,-121.95524,11,4,Yes,Mild
Ocavu,Lehi,USA,North America,20.0,2022-11-10,48.0,42.0,22.0,Crypto,Series A,11.0,2022,26.62535,-81.6248,11,4,Yes,Mild
Meta,San Francisco Bay Area,USA,North America,11000.0,2022-11-09,13.0,84615.0,73615.0,Consumer,Post-Ipo,26000.0,2022,37.45383,-122.18219,11,4,Yes,Heavy
Redfin,Seattle,USA,North America,862.0,2022-11-09,13.0,6631.0,5769.0,Real Estate,Post-Ipo,320.0,2022,47.60621,-122.33207,11,4,Yes,Heavy
Flyhomes,Seattle,USA,North America,300.0,2022-11-09,40.0,750.0,450.0,Real Estate,Series C,310.0,2022,47.60621,-122.33207,11,4,Yes,Heavy
AvantStay,Los Angeles,USA,North America,144.0,2022-11-09,22.0,655.0,511.0,Travel,Private Equity,686.0,2022,34.05223,-118.24368,11,4,Yes,Moderate
Root Insurance,Columbus,USA,North America,137.0,2022-11-09,20.0,685.0,548.0,Finance,Post-Ipo,527.0,2022,39.96118,-82.99879,11,4,Yes,Moderate
Liftoff,San Francisco Bay Area,USA,North America,130.0,2022-11-09,15.0,867.0,737.0,Marketing,Acquired,6.0,2022,37.48522,-122.23635,11,4,Yes,Moderate
Plum,Bengaluru,India,Asia,36.0,2022-11-09,10.0,360.0,324.0,Healthcare,Series A,20.0,2022,12.97194,77.59369,11,4,Yes,Mild
Kabam,San Francisco Bay Area,USA,North America,35.0,2022-11-09,7.0,500.0,465.0,Consumer,Acquired,244.0,2022,37.77493,-122.41942,11,4,Yes,Mild
Namogoo,Tel Aviv,Israel,Asia,25.0,2022-11-09,15.0,167.0,142.0,Marketing,Series C,69.0,2022,32.08088,34.78057,11,4,Yes,Mild
Repertoire Immu…,Boston,USA,North America,65.0,2022-11-08,50.0,130.0,65.0,Healthcare,Series B,257.0,2022,42.35843,-71.05977,11,4,Yes,Moderate
SaleSan Franciscoorce,San Francisco Bay Area,USA,North America,1000.0,2022-11-07,1.0,100000.0,99000.0,Sales,Post-Ipo,65.0,2022,37.77493,-122.41942,11,4,Yes,Heavy
Unacademy,Bengaluru,India,Asia,350.0,2022-11-07,10.0,3500.0,3150.0,Education,Series H,838.0,2022,12.97194,77.59369,11,4,Yes,Heavy
Zendesk,San Francisco Bay Area,USA,North America,350.0,2022-11-07,5.0,7000.0,6650.0,Support,Acquired,85.0,2022,37.77493,-122.41942,11,4,Yes,Heavy
Dock,Sao Paulo,Brazil,South America,190.0,2022-11-07,12.0,1583.0,1393.0,Finance,Private Equity,280.0,2022,-23.5475,-46.63611,11,4,Yes,Moderate
Varonis,New York City,USA,North America,110.0,2022-11-06,5.0,2200.0,2090.0,Security,Post-Ipo,30.0,2022,40.71427,-74.00597,11,4,Yes,Moderate
Twitter,San Francisco Bay Area,USA,North America,3700.0,2022-11-04,50.0,7400.0,3700.0,Consumer,Post-Ipo,12900.0,2022,37.77493,-122.41942,11,4,Yes,Heavy
Planetly,Berlin,Germany,Europe,200.0,2022-11-04,100.0,200.0,0.0,Other,Acquired,5.0,2022,52.52437,13.41053,11,4,Yes,Heavy
KoinWorks,Jakarta,Indonesia,Asia,70.0,2022-11-04,8.0,875.0,805.0,Finance,Unknown,180.0,2022,-6.21462,106.84513,11,4,Yes,Moderate
Exodus,Nebraska City,USA,North America,59.0,2022-11-04,22.0,268.0,209.0,Crypto,Unknown,60.0,2022,40.67667,-95.85917,11,4,Yes,Moderate
Stripe,San Francisco Bay Area,USA,North America,1000.0,2022-11-03,14.0,7143.0,6143.0,Finance,Series H,2300.0,2022,37.77493,-122.41942,11,4,Yes,Heavy
Lyft,San Francisco Bay Area,USA,North America,700.0,2022-11-03,13.0,5385.0,4685.0,Transportation,Post-Ipo,4900.0,2022,37.77493,-122.41942,11,4,Yes,Heavy
Pleo,Copenhagen,Denmark,Europe,150.0,2022-11-03,15.0,1000.0,850.0,Finance,Series C,428.0,2022,55.67594,12.56553,11,4,Yes,Moderate
Delivery Hero,Berlin,Germany,Europe,100.0,2022-11-03,2.5,4000.0,3900.0,Food,Post-Ipo,8300.0,2022,52.52437,13.41053,11,4,Yes,Moderate
Shippo,San Francisco Bay Area,USA,North America,60.0,2022-11-03,20.0,300.0,240.0,Logistics,Series E,154.0,2022,37.77493,-122.41942,11,4,Yes,Moderate
Opendoor,San Francisco Bay Area,USA,North America,550.0,2022-11-02,18.0,3056.0,2506.0,Real Estate,Post-Ipo,182.0,2022,37.77493,-122.41942,11,4,Yes,Heavy
Chime,San Francisco Bay Area,USA,North America,156.0,2022-11-02,12.0,1300.0,1144.0,Finance,Series G,2300.0,2022,37.77493,-122.41942,11,4,Yes,Moderate
Chargebee,San Francisco Bay Area,USA,North America,142.0,2022-11-02,10.0,1420.0,1278.0,Finance,Series H,468.0,2022,37.77493,-122.41942,11,4,Yes,Moderate
Dapper Labs,Vancouver,Canada,North America,134.0,2022-11-02,22.0,609.0,475.0,Crypto,Series D,607.0,2022,49.24966,-123.11934,11,4,Yes,Moderate
Checkmarx,Tel Aviv,Israel,Asia,100.0,2022-11-02,10.0,1000.0,900.0,Security,Series C,92.0,2022,32.08088,34.78057,11,4,Yes,Moderate
Smava,Berlin,Germany,Europe,100.0,2022-11-02,15.0,667.0,567.0,Finance,Unknown,188.0,2022,52.52437,13.41053,11,4,Yes,Moderate
Iron Ox,San Francisco Bay Area,USA,North America,50.0,2022-11-02,50.0,100.0,50.0,Food,Series C,103.0,2022,37.77493,-122.41942,11,4,Yes,Moderate
Upstart,San Francisco Bay Area,USA,North America,140.0,2022-11-01,7.0,2000.0,1860.0,Finance,Post-Ipo,144.0,2022,37.56299,-122.32553,11,4,Yes,Moderate
Gem,San Francisco Bay Area,USA,North America,100.0,2022-11-01,33.0,303.0,203.0,Recruiting,Series C,148.0,2022,37.77493,-122.41942,11,4,Yes,Moderate
Oda,Oslo,Sweden,Europe,70.0,2022-11-01,18.0,389.0,319.0,Food,Unknown,377.0,2022,59.91273,10.74609,11,4,Yes,Moderate
Oda,Oslo,Norway,Europe,70.0,2022-11-01,18.0,389.0,319.0,Food,Unknown,477.0,2022,59.91273,10.74609,11,4,Yes,Moderate
Oda,Oslo,Norway,Europe,70.0,2022-11-01,6.0,1167.0,1097.0,Food,Unknown,479.0,2022,59.91273,10.74609,11,4,Yes,Moderate
Hootsuite,Vancouver,Canada,North America,50.0,2022-11-01,5.0,1000.0,950.0,Marketing,Series C,300.0,2022,49.24966,-123.11934,11,4,Yes,Moderate
Kry,Stockholm,Sweden,Europe,300.0,2022-10-31,10.0,3000.0,2700.0,Healthcare,Series D,568.0,2022,59.32938,18.06871,10,4,Yes,Heavy
EquityZen,New York City,USA,North America,30.0,2022-10-31,27.0,111.0,81.0,Finance,Series B,11.0,2022,40.71427,-74.00597,10,4,Yes,Mild
Equitybee,San Francisco Bay Area,USA,North America,25.0,2022-10-31,20.0,125.0,100.0,Finance,Series B,85.0,2022,37.44188,-122.14302,10,4,Yes,Mild
Amazon,Seattle,USA,North America,150.0,2022-10-28,0.04497975910840122,333483.0,333333.0,Retail,Post-Ipo,108.0,2022,47.60621,-122.33207,10,4,Yes,Moderate
Fifth Season,Pittsburgh,USA,North America,100.0,2022-10-28,100.0,100.0,0.0,Food,Series B,35.0,2022,40.44062,-79.99589,10,4,Yes,Moderate
RenoRun,Montreal,Canada,North America,210.0,2022-10-27,43.0,488.0,278.0,Construction,Series B,163.0,2022,45.50884,-73.58781,10,4,Yes,Heavy
Recharge,Los Angeles,USA,North America,84.0,2022-10-27,17.0,494.0,410.0,Finance,Series B,277.0,2022,34.05223,-118.24368,10,4,Yes,Moderate
MindBody,San Luis Obispo,USA,North America,400.0,2022-10-26,15.0,2667.0,2267.0,Fitness,Post-Ipo,114.0,2022,35.28275,-120.65962,10,4,Yes,Heavy
Zillow,Seattle,USA,North America,300.0,2022-10-26,5.0,6000.0,5700.0,Real Estate,Post-Ipo,97.0,2022,47.60621,-122.33207,10,4,Yes,Heavy
Cybereason,Boston,USA,North America,200.0,2022-10-26,17.0,1176.0,976.0,Security,Series F,750.0,2022,42.35843,-71.05977,10,4,Yes,Heavy
Argo AI,Pittsburgh,USA,North America,173.0,2022-10-26,6.070175438596491,2850.0,2677.0,Transportation,Unknown,3600.0,2022,40.44062,-79.99589,10,4,Yes,Moderate
Fundbox,San Francisco Bay Area,USA,North America,150.0,2022-10-25,42.0,357.0,207.0,Finance,Series D,553.0,2022,37.77493,-122.41942,10,4,Yes,Moderate
Embroker,San Francisco Bay Area,USA,North America,30.0,2022-10-25,12.0,250.0,220.0,Finance,Series C,142.0,2022,37.77493,-122.41942,10,4,Yes,Mild
Vee,Tel Aviv,Israel,Asia,17.0,2022-10-25,50.0,34.0,17.0,Hr,Seed,15.0,2022,32.08088,34.78057,10,4,Yes,Mild
Cerebral,Walnut,USA,North America,400.0,2022-10-24,20.0,2000.0,1600.0,Healthcare,Series C,462.0,2022,34.02029,-117.86534,10,4,Yes,Heavy
Snyk,Boston,USA,North America,198.0,2022-10-24,14.0,1414.0,1216.0,Security,Series F,849.0,2022,42.35843,-71.05977,10,4,Yes,Moderate
Unico,Sao Paulo,Brazil,South America,50.0,2022-10-24,4.0,1250.0,1200.0,Other,Series D,336.0,2022,-23.5475,-46.63611,10,4,Yes,Moderate
OrCam,Jerusalem,Israel,Asia,62.0,2022-10-23,16.0,388.0,326.0,Healthcare,Unknown,86.0,2022,31.76904,35.21633,10,4,Yes,Moderate
Antidote Health,Tel Aviv,Israel,Asia,23.0,2022-10-23,38.0,61.0,38.0,Healthcare,Unknown,36.0,2022,32.08088,34.78057,10,4,Yes,Mild
Khoros,Austin,USA,North America,120.0,2022-10-21,10.0,1200.0,1080.0,Sales,Private Equity,138.0,2022,30.26715,-97.74306,10,4,Yes,Moderate
Elinvar,Berlin,Germany,Europe,43.0,2022-10-21,33.0,130.0,87.0,Finance,Unknown,30.0,2022,52.52437,13.41053,10,4,Yes,Mild
Synapsica,New Delhi,India,Asia,30.0,2022-10-21,30.0,100.0,70.0,Healthcare,Series A,4.0,2022,28.65195,77.23149,10,4,Yes,Mild
Hotmart,Belo Horizonte,Brazil,South America,227.0,2022-10-20,12.0,1892.0,1665.0,Marketing,Series C,127.0,2022,-19.92083,-43.93778,10,4,Yes,Heavy
Zeus Living,San Francisco Bay Area,USA,North America,64.0,2022-10-20,46.0,139.0,75.0,Real Estate,Series C,151.0,2022,37.77493,-122.41942,10,4,Yes,Moderate
Loom,San Francisco Bay Area,USA,North America,23.0,2022-10-20,11.0,209.0,186.0,Product,Series C,203.0,2022,37.77493,-122.41942,10,4,Yes,Mild
Gopuff,Philadelphia,USA,North America,250.0,2022-10-19,1.851851851851852,13500.0,13250.0,Food,Series H,3400.0,2022,39.95238,-75.16362,10,4,Yes,Heavy
AtoB,San Francisco Bay Area,USA,North America,32.0,2022-10-19,30.0,107.0,75.0,Finance,Series B,177.0,2022,37.77493,-122.41942,10,4,Yes,Mild
InfoSum,London,United Kingdom,Europe,20.0,2022-10-19,12.0,167.0,147.0,Security,Series B,88.0,2022,51.50853,-0.12574,10,4,Yes,Mild
Faire,San Francisco Bay Area,USA,North America,84.0,2022-10-18,7.0,1200.0,1116.0,Retail,Series G,1700.0,2022,37.77493,-122.41942,10,4,Yes,Moderate
Leafly,Seattle,USA,North America,56.0,2022-10-18,21.0,267.0,211.0,Retail,Post-Ipo,71.0,2022,47.60621,-122.33207,10,4,Yes,Moderate
Flipboard,San Francisco Bay Area,USA,North America,24.0,2022-10-16,21.0,114.0,90.0,Media,Unknown,235.0,2022,37.44188,-122.14302,10,4,Yes,Mild
Beyond Meat,Los Angeles,USA,North America,200.0,2022-10-14,19.0,1053.0,853.0,Food,Post-Ipo,122.0,2022,34.05223,-118.24368,10,4,Yes,Heavy
Playdots,New York City,USA,North America,65.0,2022-10-13,100.0,65.0,0.0,Consumer,Acquired,10.0,2022,40.71427,-74.00597,10,4,Yes,Moderate
Byju's,Bengaluru,India,Asia,2500.0,2022-10-12,5.0,50000.0,47500.0,Education,Private Equity,182.0,2022,12.97194,77.59369,10,4,Yes,Heavy
6sense,San Francisco Bay Area,USA,North America,150.0,2022-10-12,10.0,1500.0,1350.0,Sales,Series E,426.0,2022,37.77493,-122.41942,10,4,Yes,Moderate
FrontRow,Bengaluru,India,Asia,130.0,2022-10-12,75.0,173.0,43.0,Education,Series A,17.0,2022,12.97194,77.59369,10,4,Yes,Moderate
Noom,New York City,USA,North America,500.0,2022-10-11,10.0,5000.0,4500.0,Healthcare,Series F,657.0,2022,40.71427,-74.00597,10,4,Yes,Heavy
Brex,San Francisco Bay Area,USA,North America,136.0,2022-10-11,11.0,1236.0,1100.0,Finance,Series D,1500.0,2022,37.77493,-122.41942,10,4,Yes,Moderate
Pacaso,San Francisco Bay Area,USA,North America,100.0,2022-10-11,30.0,333.0,233.0,Real Estate,Series C,217.0,2022,37.77493,-122.41942,10,4,Yes,Moderate
Udacity,San Francisco Bay Area,USA,North America,55.0,2022-10-11,13.0,423.0,368.0,Education,Unknown,235.0,2022,37.38605,-122.08385,10,4,Yes,Moderate
Linkfire,Copenhagen,Denmark,Europe,35.0,2022-10-11,35.0,100.0,65.0,Marketing,Seed,2.0,2022,55.67594,12.56553,10,4,Yes,Mild
Momentive,San Francisco Bay Area,USA,North America,180.0,2022-10-10,11.0,1636.0,1456.0,Marketing,Post-Ipo,1100.0,2022,37.56299,-122.32553,10,4,Yes,Moderate
Pavilion Data,San Francisco Bay Area,USA,North America,96.0,2022-10-10,96.0,100.0,4.0,Infrastructure,Series D,103.0,2022,37.33939,-121.89496,10,4,Yes,Moderate
